義項id,詞目漢字,解說,對應詞目id,對應詞目漢字
21689,食果子拜樹頭；食米飯拜田頭。,吃水果，要拜謝樹根；吃米飯，要拜謝田地。指人要懂得感恩，飲水思源，不可忘本。通常僅單用「食果子拜樹頭」一句。,27772,飲水思源頭，食果子拜樹頭。
21693,食著藥，青草一葉；食毋著藥，人參一石。,吃對藥，一葉的藥草就能見效；吃錯藥，吃再多高價珍貴的人參也無效。比喻做事要能切中要點、掌握關鍵，才不會徒勞無功，而能有事半功倍之效。,27867,食著藥，青草一葉；食毋著藥，廳邊睏草蓆。
21693,食著藥，青草一葉；食毋著藥，人參一石。,吃對藥，一葉的藥草就能見效；吃錯藥，吃再多高價珍貴的人參也無效。比喻做事要能切中要點、掌握關鍵，才不會徒勞無功，而能有事半功倍之效。,29602,食著藥，青草一葉；食毋著藥，像捾水沃石。
21694,食飯皇帝大。,吃飯的時候跟皇帝一樣大。意為吃飯最重要，不管什麼事都不得干擾，等用餐完畢後，再行處理。,27786,趕人生，趕人死，趕人食飯無情理。
21695,食碗內，說碗外。,吃碗內的東西，卻說碗外的東西好。享受親近的人給予的好處，到最後卻為外人說話，暗諷人吃裡扒外，不知感恩。,27868,食家己的米，講別人的話。
21695,食碗內，說碗外。,吃碗內的東西，卻說碗外的東西好。享受親近的人給予的好處，到最後卻為外人說話，暗諷人吃裡扒外，不知感恩。,27869,食曹操米，講劉備話。
21697,食緊挵破碗。,吃得太快打破碗。用來比喻人做事情若只一心求快，反而容易造成反效果。,27787,緊行，無好步；緊走，無好路；緊揣，無好頭路。
21697,食緊挵破碗。,吃得太快打破碗。用來比喻人做事情若只一心求快，反而容易造成反效果。,27788,緊事，三分輸。
21697,食緊挵破碗。,吃得太快打破碗。用來比喻人做事情若只一心求快，反而容易造成反效果。,27789,緊炊，無好粿。
21699,枵鬼假細膩。,明明嘴饞想吃卻又客氣推辭。諷刺人表裡不一，惺惺作態。,27870,枵鬼假細膩，愛食假客氣。
21699,枵鬼假細膩。,明明嘴饞想吃卻又客氣推辭。諷刺人表裡不一，惺惺作態。,27871,乞食假細膩，奸臣假義氣。
21699,枵鬼假細膩。,明明嘴饞想吃卻又客氣推辭。諷刺人表裡不一，惺惺作態。,27872,海龍王辭水――假細膩。
21700,倖豬夯灶，倖囝不孝。,寵豬頂灶，寵兒不孝。豬不關好，放任牠自由進出，可能連灶都被豬翻了；小孩子太受寵愛，就不懂得孝順父母。比喻子女要適度管教，不能一味溺愛，否則會不懂得孝順。,27790,倖豬夯灶，倖囝不孝，倖查某囝，袂落人家教。
21701,倒吊無墨水。,把人倒掛卻連一滴墨水都流不出來。形容人沒學問，胸無點墨。,27915,腹內無膏。
21706,時到時擔當，無米才煮番薯湯。,時候到了再看著辦，沒有米可以煮飯就拿地瓜煮湯。形容事情自然有因應之道，如果一事不成，也另有替代之道。,27916,到彼號時，攑彼號旗。
21708,桌頂食飯，桌跤放屎。,人家請你吃飯，卻在桌底下排泄糞便。引申為受人恩惠而不知報答，反而做出對不起恩人的事情。,27917,橋過，枴仔挕捒。
21709,氣死驗無傷。,生氣而死也驗不出傷痕。用來告誡人勿逞血氣，以免傷身。,27873,聽毋見，失一片；聽入見，腹肚滇。
21710,烏仔魚搢水。,烏魚逆水向前游。比喻不畏困難，積極向上。,27874,烏仔魚搢水――毋認輸。
21711,烏矸仔貯豆油。,黑色罐子裝醬油。這是歇後語，帶出「看袂出」三個字，黑色醬油裝在黑色罐子裡難以分辨，以「看不出來」的雙關語，比喻看走眼或人不可貌相。,27791,恩主公食燒酒，看袂出。
21711,烏矸仔貯豆油。,黑色罐子裝醬油。這是歇後語，帶出「看袂出」三個字，黑色醬油裝在黑色罐子裡難以分辨，以「看不出來」的雙關語，比喻看走眼或人不可貌相。,27792,烏矸仔貯豆油，無地看。
21712,神明興，弟子窮。,神明香火興旺，信徒便窮困。勸人敬拜神明花費要節制，以免導致生活困窘。,27793,尪顯，弟子落臉。
21714,翁仔某是相欠債。,今世有緣結為夫妻，乃因前世因果，互相欠債所致。夫妻意見不合相互爭吵時，常用這句話來勸雙方姻緣前定，應以和為貴。,27875,翁欠某債，某欠翁債。
21714,翁仔某是相欠債。,今世有緣結為夫妻，乃因前世因果，互相欠債所致。夫妻意見不合相互爭吵時，常用這句話來勸雙方姻緣前定，應以和為貴。,27876,無冤無家，不成夫妻。
21714,翁仔某是相欠債。,今世有緣結為夫妻，乃因前世因果，互相欠債所致。夫妻意見不合相互爭吵時，常用這句話來勸雙方姻緣前定，應以和為貴。,27877,前世無相欠債，這世袂做夫妻。
21718,草地親家坐大位。,城裡人家辦喜宴時，來自鄉村的親家雖然衣著較寒酸，仍請他坐上位。即不因他人身世背景，而輕忽了待客之道。,27918,草地親家坐大位――人戇禮袂戇。
21718,草地親家坐大位。,城裡人家辦喜宴時，來自鄉村的親家雖然衣著較寒酸，仍請他坐上位。即不因他人身世背景，而輕忽了待客之道。,27919,草地母舅坐大位――人俗禮不俗。
21724,做公親，貼本。,為別人做仲裁，還賠上自己的老本。比喻賠了夫人又折兵。,27878,做媒人貼聘金。
21724,做公親，貼本。,為別人做仲裁，還賠上自己的老本。比喻賠了夫人又折兵。,27879,生理無夠精，媒人貼聘金。
21727,做官騙厝內，做生理騙熟似。,當官的矇騙家人，做生意的欺騙熟人。意謂為官無不詐，經商無不奸。,27794,跋筊郎君買賣賊。
21727,做官騙厝內，做生理騙熟似。,當官的矇騙家人，做生意的欺騙熟人。意謂為官無不詐，經商無不奸。,27795,熟似騙厝內。
21732,惜花連盆，疼囝連孫。,愛惜花朵亦會連帶珍惜花盆；疼愛子女，也會連同孫輩一起疼惜。意指疼愛一個人時，也會連帶關愛與其相關的人事物。比喻愛屋及烏。,27880,愛花連枝愛，疼查某囝著疼囝婿。
21733,捷罵袂聽，捷拍袂疼。,常罵不聽話，常打不怕痛。意為頻繁的打罵教育，其懲罰效果就會愈來愈低。,27808,捷見官袂畏，捷食酒袂醉。
21734,掃地掃壁角，洗面洗耳空。,打掃房間，要注意清潔牆角周圍；洗臉時，要注意耳朵周圍或耳後容易藏污納垢的地方。指做事要澈底實在，不要馬虎隨便。,27881,刣魚刣到鰓，做事做透機。
21739,細空毋補，大空叫苦。,破洞還小的時候不及時縫補，等破洞大到無法挽救時才在哀號。,27882,鳥鼠空變成圓栱門。
21743,這溪無魚，別溪釣。,釣魚時，這條溪釣不到魚，不要氣餒，可到另一條溪釣釣看。比喻某處無法謀生時，可到別處另尋出路。,27920,東港無魚，西港拋。
21744,陰鴆陰鴆，咬人三寸深。,性格陰險的人工於心計，平時不動聲色，一旦發狠咬人，就會咬得很深，毫不留情。勸戒人要謹防陰險狠毒之徒。,27859,陰鴆狗，咬人袂吼。
21752,惡馬惡人騎。,意為很難馴服的馬，總會有比牠更凶惡的騎士來馴服。比喻壞人自有比他更凶惡的人來懲治他，即一物剋一物。,27797,惡馬惡人騎，胭脂馬拄著關老爺。
21754,攑頭三尺有神明。,抬起頭三尺高處就有神明察看著。告誡人們做事前要三思，因為冥冥之中都有神在監督著我們的一言一行，千萬別做虧心事，否則將招致報應。,27883,光人毋知，暗的也知。
21755,敢做匏桸，就毋通驚水燙。,既然做了瓠瓜勺子，就不能怕被滾水燙。意指既然承擔了責任就要敢做敢當，不要畏首畏尾，也用來自我表示負責到底的意思。,27884,敢做，敢擔當。
21757,無三不成禮。,送禮、致敬要一而再，再而三。比喻禮多人不怪。,27885,有一就有兩，有兩就有三，無三不成禮。
21758,無日毋知晝，無鬚毋知老。,沒出太陽，不知已經到中午了；沒留鬍子，不易察覺人已老邁。比喻光陰易逝，很容易在不知不覺中荒廢。,27886,無日毋知晝，無鬚毋知老，無死毋知臭。
21759,無毛雞假大格。,發育不良羽毛稀疏的雞假冒成體格高大。比喻一個人明明沒錢還裝闊；或指人明明沒有才能，還裝出很有本事的樣子。,27768,無毛雞假大格，無米留人客，無食假拍呃。
21763,無枷夯交椅。,沒有枷鎖等刑具可披枷帶鎖，竟然將太師椅扛在身上。比喻自找麻煩，庸人自擾。,27887,無代無誌，掠一尾蟲擽尻川。
21763,無枷夯交椅。,沒有枷鎖等刑具可披枷帶鎖，竟然將太師椅扛在身上。比喻自找麻煩，庸人自擾。,27888,搬石頭硩家己跤盤。
21763,無枷夯交椅。,沒有枷鎖等刑具可披枷帶鎖，竟然將太師椅扛在身上。比喻自找麻煩，庸人自擾。,27889,坐毋坐，欲惹禍。
21765,無魚，蝦嘛好。,捉不到魚，捉到蝦子也好。比喻退而求其次，聊勝於無。,27890,無魚撈蝦，無蝦撈田螺。
21765,無魚，蝦嘛好。,捉不到魚，捉到蝦子也好。比喻退而求其次，聊勝於無。,27891,有，揀選；無，不管。
21766,無禁無忌，食百二。,形容人百無禁忌，毫無忌諱，便能長壽活到一百二十歲。通常是觸碰禁忌者用來自我安慰的說法。,27892,無禁無忌，食百二；無見無古，食甲做公兼做祖。
21767,猴也會跋落樹跤。,猴子也會跌落樹下。說明經驗再豐富，動作再熟練的人，也有失手的時候，喻人不可大意。,27893,老旦跋落戲棚跤。
21775,趁錢有數，性命愛顧。,賺錢數量有限，生命要照顧。意思是賺錢要適可而止，身體健康更為重要，不可為了多賺錢而不顧生命。,27798,錢欲大百，人就無肉。
21775,趁錢有數，性命愛顧。,賺錢數量有限，生命要照顧。意思是賺錢要適可而止，身體健康更為重要，不可為了多賺錢而不顧生命。,27799,錢大百，人落肉。
21779,圓人會扁，扁人會圓。,世事本無常，旺氣之人亦會有落衰之時；反之，衰微之人如能奮發向上亦會有出人頭地之日。「圓」應指旺氣，「扁」為衰微。形容人的機運有起有落。,27921,有時星光，有時月明。
21782,愛拚才會贏。,要努力才會贏。比喻唯有努力奮鬥，才能克服困難，成就一番事業。,27800,無行袂出名。
21791,腹肚若水櫃，胸坎若樓梯。,肚子像水箱一樣凸起，胸前的肋骨像樓梯一根根突現。形容人營養不良，骨瘦如柴，卻又挺個大肚子的模樣。,27894,瘦甲賰一支骨。
21791,腹肚若水櫃，胸坎若樓梯。,肚子像水箱一樣凸起，胸前的肋骨像樓梯一根根突現。形容人營養不良，骨瘦如柴，卻又挺個大肚子的模樣。,27895,瘦閣薄板。
21791,腹肚若水櫃，胸坎若樓梯。,肚子像水箱一樣凸起，胸前的肋骨像樓梯一根根突現。形容人營養不良，骨瘦如柴，卻又挺個大肚子的模樣。,27896,瘦枝落葉。
21793,落塗時八字命。,出生的時辰就決定一個人的命運。從前的人迷信人的命運在呱呱墜地時，就已經註定好了。這句話常用來要人接受現狀，不要埋怨或強求。,27820,命運天註定。
21794,落水平平沉，全無重頭輕。,一旦落入水中，同樣都會往下沉，沒有輕重的差別。說明大難來時大家的命運相同，沒有任何差別。,27922,仝船仝條命。
21796,過時賣曆日。,過了適當的時機賣日曆。用來指事物已經失去時效。,27897,六月賣火籠。
21796,過時賣曆日。,過了適當的時機賣日曆。用來指事物已經失去時效。,27898,火過，才炰芋。
21797,過橋較濟你行路，食鹽較濟你食米。,走過的橋比你走過的路還多，吃過的鹽比你吃過的米還多。年長者常以此來自誇經驗豐富，倚老賣老。,27899,毋捌看過馬，嘛捌看過馬蹄。
21800,飼鳥鼠，咬布袋。,餵養老鼠，老鼠卻咬破布袋偷吃米。比喻善待親信卻遭其背叛，亦即養虎貽患。,27900,飼鳥鼠，咬布袋，頇顢先生教落第。
21802,骨力食栗，貧惰吞瀾。,勤勞的人，有栗子可吃，懶惰的人只有吞口水的份。喻只要辛勤付出，就會有好的食物；而不事生產者，只能眼巴巴看著人家享用收穫。比喻一分耕耘，一分收穫。,27901,有跪才有飽穗。
21802,骨力食栗，貧惰吞瀾。,勤勞的人，有栗子可吃，懶惰的人只有吞口水的份。喻只要辛勤付出，就會有好的食物；而不事生產者，只能眼巴巴看著人家享用收穫。比喻一分耕耘，一分收穫。,27902,無跪，袂出穗。
21802,骨力食栗，貧惰吞瀾。,勤勞的人，有栗子可吃，懶惰的人只有吞口水的份。喻只要辛勤付出，就會有好的食物；而不事生產者，只能眼巴巴看著人家享用收穫。比喻一分耕耘，一分收穫。,27903,無下種，無收成。
21803,僥倖錢，失德了；冤枉錢，跋輸筊。,不義之財，會因為做不道德的事而花光；冤屈人家所得到的橫財，也會賭博全輸光。誡人勿貪非分及不義之財，不義之財，怎麼來就怎麼去。,27773,歪哥錢世眾了，僥倖錢跋輸筊，快活錢快開銷，不義錢居袂牢。
